[06-08 13:35:08]create bugbear74  pos = 347965 72432, angle = 145, rTime = 10800
[06-12 07:11:34]Create monster 243 pos =170022 273001, angle =145, rTime =30
[06-12 07:11:34]Create monster 243 pos =167693 273346, angle =145, rTime =30
[06-12 07:11:34]Create monster 243 pos =167905 271189, angle =145, rTime =30
[06-12 07:11:34]Create monster 243 pos =168550 269233, angle =145, rTime =30
[06-12 07:11:34]Create monster 243 pos =168353 267253, angle =145, rTime =30
[06-12 07:11:34]Create monster 243 pos =168752 265464, angle =145, rTime =30
[06-12 07:11:34]Create monster 243 pos =170868 265784, angle =145, rTime =30
[06-12 07:11:34]Create monster 243 pos =170649 269356, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =191202 271137, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =179477 275877, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =180145 273284, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =179408 275857, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =178527 270815, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =178596 270814, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =179387 267213, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =179395 267281, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =179342 264024, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =179441 263969, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =179157 263997, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =182669 264438, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =182714 264496, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =184800 265552, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =184881 265603, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =190116 264381, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =190222 264471, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =189873 267532, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =189818 267631, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =190600 269646, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =190624 269724, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =191001 271531, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =191062 271564, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =190526 275506, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =190544 275583, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =187721 274459, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =187839 274459, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =185002 275143, angle =145, rTime =30
[06-12 07:11:34]Create monster 82 pos =185057 275148, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =178211 270085, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =178958 268822, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =179653 266740, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =180731 265468, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =179674 263786, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =182425 264278, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =183178 266589, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =184763 265728, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =186169 264200, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =190290 264623, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =189754 267817, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =190688 269830, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =190858 271562, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =190516 275762, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =189757 274327, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =190049 274081, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =186472 274960, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =183563 275383, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =180728 275788, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =178518 275115, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =180391 273506, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =178887 272374, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =181400 269766, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =178750 271715, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =180358 272850, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =178572 275390, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =178926 276603, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =180515 275918, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =181834 275366, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =183930 275857, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =184187 273570, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =182297 273119, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =183047 272003, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =184742 271034, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =185097 270887, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =183765 269265, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =181325 268181, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =183526 268609, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =185482 269401, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =185623 272592, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =189575 276042, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =190708 273679, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =190970 270494, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =188929 268481, angle =145, rTime =30
[06-12 07:11:34]Create monster 253 pos =188839 264438, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =339569 315130, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =327332 313912, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =327673 315040, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =327247 316012, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =326976 317067, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =326502 318091, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =327747 318163, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =328200 316673, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =328711 314380, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =328136 313012, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =328466 312156, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =328992 315466, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =329730 315410, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =333167 315795, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =333388 316887, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =332951 317762, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =332511 318814, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =331781 319592, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =331549 320531, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =331069 321329, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =330321 321911, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =329881 322748, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =329929 323662, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =328931 324086, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =328192 324364, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =327697 324874, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =328619 325658, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =328991 326563, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =329275 327386, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =329948 328376, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =329308 329219, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =330161 329603, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =330849 329396, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =331066 328351, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =332115 328629, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =332724 328090, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =333500 327938, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =334238 327419, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =335094 327188, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =336148 327254, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =336935 327808, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =337741 328276, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =338573 328889, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =339248 329652, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =340358 329684, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =341251 329191, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =342149 328710, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =343175 328171, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =343206 327085, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =343430 326254, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =343478 325306, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =343297 324304, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =343130 323392, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =342509 322288, angle =145, rTime =30
[06-12 07:11:34]Create monster 540 pos =342650 321338, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =342722 320183, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =343390 319721, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =343744 318865, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =342912 319221, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =343351 318051, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =343562 316964, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =343584 315713, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =343964 314752, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =343448 313746, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =343148 312287, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =342247 311988, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =340966 312291, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =340001 311606, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =338998 311774, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =337651 311840, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =336370 311862, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =335297 312259, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =334580 313052, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =333986 313940, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =333430 315007, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =330348 325687, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =330705 327007, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =331979 326957, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =332995 326749, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =334354 326531, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =336028 326286, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =337109 326693, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =337956 326852, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =339533 328603, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =341010 328636, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =341497 328073, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =342301 327797, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =341952 326469, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =342328 325305, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =342510 323858, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =341555 322722, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =341444 323605, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =340032 324444, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =340336 325515, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =340574 326861, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =339741 327264, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =339059 326565, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =337657 325637, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =338600 325605, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =336641 324818, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =335185 325840, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =332370 326181, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =331498 325699, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =331596 324535, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =331383 323284, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =331415 322143, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =332426 321430, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =332776 320019, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =333583 319335, angle =145, rTime =30
[06-12 07:11:34]Create monster 505 pos =334345 318201, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =334240 316997, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =334528 315677, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =334901 313858, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =336528 312838, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =337693 313216, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =339161 312580, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =341090 313457, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =340454 313889, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =338620 313927, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =341723 314911, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =341318 316198, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =341370 317852, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =340491 319220, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =340351 320455, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =340325 322400, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =340264 323371, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =339052 324376, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =338023 324027, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =335873 323705, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =334413 324529, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =333437 325452, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =332883 324288, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =332332 323486, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =333384 321641, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =333904 322738, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =335143 322230, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =333746 320162, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =334705 319380, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =335159 320683, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =336335 320083, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =336434 322072, angle =145, rTime =30
[06-12 07:11:34]Create monster 513 pos =337170 323532, angle =145, rTime =30
